ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
OH-009,"Athens County",Ohio,69.9,72,0.5,69.4
OH-011,"Auglaize County",Ohio,71.8,108,2.3,69.5
OH-013,"Belmont County",Ohio,68.9,71,0.5,68.4
OH-015,"Brown County",Ohio,70.5,65,0.3,70.2
OH-017,"Butler County",Ohio,71.9,79,0.9,71
OH-019,"Carroll County",Ohio,69,96,1.7,67.3
OH-021,"Champaign County",Ohio,70.7,95,1.5,69.2
OH-023,"Clark County",Ohio,71.4,100,1.8,69.6
OH-025,"Clermont County",Ohio,71.9,81,0.9,71
OH-027,"Clinton County",Ohio,70.7,81,1,69.7
OH-029,"Columbiana County",Ohio,68.2,92,1.4,66.8
OH-031,"Coshocton County",Ohio,69.5,89,1.2,68.3
OH-033,"Crawford County",Ohio,70.4,103,2.4,68
OH-035,"Cuyahoga County",Ohio,70.2,110,2.6,67.6
OH-037,"Darke County",Ohio,71.5,101,2.1,69.4
OH-039,"Defiance County",Ohio,71.9,110,2.8,69.1
OH-041,"Delaware County",Ohio,71.3,94,1.5,69.8
OH-043,"Erie County",Ohio,71,103,2,69
OH-045,"Fairfield County",Ohio,71.2,92,1.5,69.7
OH-047,"Fayette County",Ohio,71.4,99,1.9,69.5
OH-049,"Franklin County",Ohio,72.4,100,1.9,70.5
OH-051,"Fulton County",Ohio,71.3,106,2.7,68.7
OH-053,"Gallia County",Ohio,70.5,57,-0,70.5
OH-055,"Geauga County",Ohio,67.9,104,2.4,65.6
OH-057,"Greene County",Ohio,71.6,93,1.6,70
OH-059,"Guernsey County",Ohio,70,91,1.4,68.6
OH-061,"Hamilton County",Ohio,73.1,94,1.6,71.5
OH-063,"Hancock County",Ohio,72.7,115,3.3,69.4
OH-065,"Hardin County",Ohio,72.2,112,3.2,69
OH-067,"Harrison County",Ohio,69,81,1.1,67.9
OH-069,"Henry County",Ohio,72.2,111,3,69.2
OH-071,"Highland County",Ohio,70.4,74,0.7,69.7
OH-073,"Hocking County",Ohio,70.1,82,0.8,69.3
OH-075,"Holmes County",Ohio,68.6,80,1,67.6
OH-077,"Huron County",Ohio,70.1,98,1.9,68.2
OH-079,"Jackson County",Ohio,69.4,44,-0.5,69.9
OH-081,"Jefferson County",Ohio,68.7,69,0.5,68.2
OH-083,"Knox County",Ohio,68.8,77,0.9,67.9
OH-085,"Lake County",Ohio,69.1,110,2.7,66.4
OH-087,"Lawrence County",Ohio,71.5,80,1,70.5
OH-089,"Licking County",Ohio,70.3,94,1.4,68.9
OH-091,"Logan County",Ohio,70.7,96,1.9,68.8
OH-093,"Lorain County",Ohio,70,92,1.6,68.4
OH-095,"Lucas County",Ohio,72.9,116,3.7,69.2
OH-097,"Madison County",Ohio,71.8,103,2.2,69.6
OH-099,"Mahoning County",Ohio,68.3,100,2.1,66.2
OH-101,"Marion County",Ohio,71.4,102,2.2,69.2
OH-103,"Medina County",Ohio,69.9,106,2.3,67.6
OH-105,"Meigs County",Ohio,69.9,54,-0.2,70.1
OH-107,"Mercer County",Ohio,72,108,2.6,69.4
OH-109,"Miami County",Ohio,72.2,102,2.2,70
OH-111,"Monroe County",Ohio,69.1,69,0.3,68.8
OH-113,"Montgomery County",Ohio,72.2,95,1.7,70.5
OH-115,"Morgan County",Ohio,69.8,75,0.5,69.3
OH-117,"Morrow County",Ohio,69.5,93,1.4,68.1
OH-119,"Muskingum County",Ohio,70.2,90,1.4,68.8
OH-121,"Noble County",Ohio,69.8,80,0.8,69
OH-123,"Ottawa County",Ohio,72.1,109,2.7,69.4
OH-125,"Paulding County",Ohio,72.1,110,2.8,69.3
OH-127,"Perry County",Ohio,70,89,1.1,68.9
OH-129,"Pickaway County",Ohio,72.1,95,1.5,70.6
OH-131,"Pike County",Ohio,70.8,77,0.7,70.1
OH-133,"Portage County",Ohio,69,113,2.8,66.2
OH-135,"Preble County",Ohio,70.5,76,0.9,69.6
OH-137,"Putnam County",Ohio,72.4,112,2.9,69.5
OH-139,"Richland County",Ohio,68.6,89,1.5,67.1
OH-141,"Ross County",Ohio,71.1,81,0.9,70.2
OH-143,"Sandusky County",Ohio,71.8,109,2.4,69.4
OH-145,"Scioto County",Ohio,71.1,71,0.7,70.4
OH-147,"Seneca County",Ohio,71.4,106,2.5,69
OH-149,"Shelby County",Ohio,71.1,96,1.7,69.4
OH-151,"Stark County",Ohio,70.2,117,3.1,67.1
OH-153,"Summit County",Ohio,70.7,118,3.3,67.4
OH-155,"Trumbull County",Ohio,67.8,90,1.8,66
OH-157,"Tuscarawas County",Ohio,69.8,97,1.8,68
OH-159,"Union County",Ohio,71.3,98,1.7,69.6
OH-161,"Van Wert County",Ohio,72.4,112,3,69.5
OH-163,"Vinton County",Ohio,68.9,43,-0.6,69.5
OH-165,"Warren County",Ohio,71.8,84,1.1,70.7
OH-167,"Washington County",Ohio,70.6,76,0.8,69.8
OH-169,"Wayne County",Ohio,69.2,96,1.7,67.5
OH-171,"Williams County",Ohio,70.7,105,2.5,68.2
OH-173,"Wood County",Ohio,72.7,113,3.2,69.5
OH-175,"Wyandot County",Ohio,72.2,114,3.1,69.1
OK-001,"Adair County",Oklahoma,76.9,108,2.2,74.7
OK-003,"Alfalfa County",Oklahoma,79.9,109,3,76.9
OK-005,"Atoka County",Oklahoma,80.7,115,2.8,77.9
OK-007,"Beaver County",Oklahoma,77.7,101,2.5,75.2
OK-009,"Beckham County",Oklahoma,80.4,111,3.2,77.2
OK-011,"Blaine County",Oklahoma,80.6,114,3.5,77.1
OK-013,"Bryan County",Oklahoma,82.3,118,3.7,78.6
OK-015,"Caddo County",Oklahoma,80.4,111,2.9,77.5
OK-017,"Canadian County",Oklahoma,80.3,114,3.3,77
OK-019,"Carter County",Oklahoma,81,110,2.2,78.8
OK-021,"Cherokee County",Oklahoma,77.9,103,2,75.9
OK-023,"Choctaw County",Oklahoma,81.2,119,3.3,77.9
OK-025,"Cimarron County",Oklahoma,73,75,0.6,72.4
OK-027,"Cleveland County",Oklahoma,80,111,2.6,77.4
OK-029,"Coal County",Oklahoma,80.6,115,2.6,78
OK-031,"Comanche County",Oklahoma,81,110,2.7,78.3
OK-033,"Cotton County",Oklahoma,82.2,110,2.8,79.4
OK-035,"Craig County",Oklahoma,77.8,96,1.7,76.1
OK-037,"Creek County",Oklahoma,78.8,101,1.9,76.9
OK-039,"Custer County",Oklahoma,80.3,113,3.3,77
OK-041,"Delaware County",Oklahoma,77.5,105,2.3,75.2
OK-043,"Dewey County",Oklahoma,79.6,112,3.3,76.3
OK-045,"Ellis County",Oklahoma,78.3,108,2.9,75.4
OK-047,"Garfield County",Oklahoma,80,109,3.1,76.9
OK-049,"Garvin County",Oklahoma,80.6,109,2.3,78.3
OK-051,"Grady County",Oklahoma,80.2,113,2.8,77.4
OK-053,"Grant County",Oklahoma,79.4,105,2.5,76.9
OK-055,"Greer County",Oklahoma,81.5,112,3.1,78.4
OK-057,"Harmon County",Oklahoma,82.1,112,3.3,78.8
OK-059,"Harper County",Oklahoma,78.6,102,2.6,76
OK-061,"Haskell County",Oklahoma,79.3,102,2,77.3
OK-063,"Hughes County",Oklahoma,79.2,102,1.9,77.3
OK-065,"Jackson County",Oklahoma,82.6,113,3.2,79.4
OK-067,"Jefferson County",Oklahoma,81.8,110,2.3,79.5
OK-069,"Johnston County",Oklahoma,81.7,117,3.5,78.2
OK-071,"Kay County",Oklahoma,78.6,98,1.9,76.7
OK-073,"Kingfisher County",Oklahoma,80.7,110,2.9,77.8
OK-075,"Kiowa County",Oklahoma,81.2,111,3,78.2
OK-077,"Latimer County",Oklahoma,78.7,104,2,76.7
OK-079,"Le Flore County",Oklahoma,78.4,109,2.3,76.1
OK-081,"Lincoln County",Oklahoma,79.4,103,1.9,77.5
OK-083,"Logan County",Oklahoma,79.8,107,2.3,77.5
OK-085,"Love County",Oklahoma,81.9,113,2.6,79.3
OK-087,"McClain County",Oklahoma,80.3,112,2.8,77.5
OK-089,"McCurtain County",Oklahoma,79.7,118,3.4,76.3
OK-091,"McIntosh County",Oklahoma,79.1,96,1.5,77.6
OK-093,"Major County",Oklahoma,80.4,111,3.2,77.2
OK-095,"Marshall County",Oklahoma,82.2,116,3.3,78.9
OK-097,"Mayes County",Oklahoma,78.7,103,2,76.7
OK-099,"Murray County",Oklahoma,80.8,115,2.7,78.1
OK-101,"Muskogee County",Oklahoma,79.1,97,1.6,77.5
OK-103,"Noble County",Oklahoma,79.6,108,2.7,76.9
OK-105,"Nowata County",Oklahoma,77.9,92,1.6,76.3
OK-107,"Okfuskee County",Oklahoma,79,102,1.7,77.3
OK-109,"Oklahoma County",Oklahoma,79.9,110,2.5,77.4
OK-111,"Okmulgee County",Oklahoma,79.1,98,1.6,77.5
OK-113,"Osage County",Oklahoma,77.9,98,1.8,76.1
OK-115,"Ottawa County",Oklahoma,78.1,110,2.6,75.5
OK-117,"Pawnee County",Oklahoma,78.9,103,2.1,76.8
OK-119,"Payne County",Oklahoma,79.5,109,2.5,77
OK-121,"Pittsburg County",Oklahoma,79,98,1.5,77.5
OK-123,"Pontotoc County",Oklahoma,80.4,114,2.8,77.6
OK-125,"Pottawatomie County",Oklahoma,80,109,2.4,77.6
OK-127,"Pushmataha County",Oklahoma,79.3,115,2.7,76.6
OK-129,"Roger Mills County",Oklahoma,79.4,112,3,76.4
OK-131,"Rogers County",Oklahoma,78.9,103,2.1,76.8
OK-133,"Seminole County",Oklahoma,79.6,108,2.1,77.5
OK-135,"Sequoyah County",Oklahoma,78.8,105,2,76.8
OK-137,"Stephens County",Oklahoma,80.5,109,2.2,78.3
OK-139,"Texas County",Oklahoma,76.6,94,2.1,74.5
OK-141,"Tillman County",Oklahoma,82.8,113,3.2,79.6
OK-143,"Tulsa County",Oklahoma,79.2,105,2.1,77.1
OK-145,"Wagoner County",Oklahoma,79.3,100,1.8,77.5
OK-147,"Washington County",Oklahoma,78.1,98,1.8,76.3
OK-149,"Washita County",Oklahoma,80.6,111,3.1,77.5
OK-151,"Woods County",Oklahoma,79.1,106,2.7,76.4
OK-153,"Woodward County",Oklahoma,78.7,105,2.7,76
OR-001,"Baker County",Oregon,57.7,66,0.3,57.4
OR-003,"Benton County",Oregon,60.3,76,0.7,59.6
OR-005,"Clackamas County",Oregon,57,83,0.8,56.2
OR-007,"Clatsop County",Oregon,57.2,104,1.8,55.4
OR-009,"Columbia County",Oregon,59.5,94,1.6,57.9
OR-011,"Coos County",Oregon,59.2,111,2.1,57.1
OR-013,"Crook County",Oregon,56.9,79,1,55.9
OR-015,"Curry County",Oregon,59.4,99,1.6,57.8
OR-017,"Deschutes County",Oregon,54.6,77,0.7,53.9
OR-019,"Douglas County",Oregon,59.2,94,1.5,57.7
OR-021,"Gilliam County",Oregon,61.6,66,-0.1,61.7
OR-023,"Grant County",Oregon,55,70,0.3,54.7
OR-025,"Harney County",Oregon,58.9,90,1.5,57.4
OR-027,"Hood River County",Oregon,54.7,76,0.5,54.2
OR-029,"Jackson County",Oregon,59.6,83,1,58.6
OR-031,"Jefferson County",Oregon,58.2,79,0.8,57.4
OR-033,"Josephine County",Oregon,59.9,94,1.6,58.3
OR-035,"Klamath County",Oregon,55.1,87,1.2,53.9
OR-037,"Lake County",Oregon,56.9,91,1.6,55.3
OR-039,"Lane County",Oregon,57.8,85,1,56.8
OR-041,"Lincoln County",Oregon,57.9,88,1,56.9
OR-043,"Linn County",Oregon,57.5,80,0.6,56.9
OR-045,"Malheur County",Oregon,61.4,73,0.4,61
OR-047,"Marion County",Oregon,58.7,82,1.2,57.5
OR-049,"Morrow County",Oregon,61,70,0.1,60.9
OR-051,"Multnomah County",Oregon,60.6,89,1.1,59.5
OR-053,"Polk County",Oregon,60.2,88,1.2,59
OR-055,"Sherman County",Oregon,61.3,67,0.1,61.2
OR-057,"Tillamook County",Oregon,56,85,0.9,55.1
OR-059,"Umatilla County",Oregon,60,73,0.3,59.7
OR-061,"Union County",Oregon,55,68,0.2,54.8
OR-063,"Wallowa County",Oregon,54.9,76,0.5,54.4
OR-065,"Wasco County",Oregon,59.2,77,0.4,58.8
OR-067,"Washington County",Oregon,59.2,78,0.6,58.6
OR-069,"Wheeler County",Oregon,57.6,72,0.4,57.2
OR-071,"Yamhill County",Oregon,60.1,83,0.9,59.2
PA-001,"Adams County",Pennsylvania,70.3,93,1.5,68.8
PA-003,"Allegheny County",Pennsylvania,69.7,88,1.3,68.4
PA-005,"Armstrong County",Pennsylvania,68,94,1.3,66.7
PA-007,"Beaver County",Pennsylvania,68.8,83,0.9,67.9
PA-009,"Bedford County",Pennsylvania,69.3,107,2,67.3
PA-011,"Berks County",Pennsylvania,69.3,80,0.8,68.5
PA-013,"Blair County",Pennsylvania,67.9,98,1.6,66.3
PA-015,"Bradford County",Pennsylvania,64.2,57,0.2,64
PA-017,"Bucks County",Pennsylvania,69.5,78,1.1,68.4
PA-019,"Butler County",Pennsylvania,67.9,87,1.3,66.6
PA-021,"Cambria County",Pennsylvania,66,93,1.5,64.6
PA-023,"Cameron County",Pennsylvania,65.5,80,0.8,64.7
PA-025,"Carbon County",Pennsylvania,64.1,42,-0.5,64.6
PA-027,"Centre County",Pennsylvania,67,85,1,66
PA-029,"Chester County",Pennsylvania,69.5,62,0.4,69.1
PA-031,"Clarion County",Pennsylvania,66.6,95,1.5,65.1
PA-033,"Clearfield County",Pennsylvania,66.1,93,1.3,64.8
PA-035,"Clinton County",Pennsylvania,66.7,82,0.9,65.8
PA-037,"Columbia County",Pennsylvania,67.2,83,1.1,66.2
PA-039,"Crawford County",Pennsylvania,65.9,87,1.4,64.5
PA-041,"Cumberland County",Pennsylvania,70.8,98,1.8,69
PA-043,"Dauphin County",Pennsylvania,70.1,98,1.8,68.3
PA-045,"Delaware County",Pennsylvania,71.5,81,1,70.5
PA-047,"Elk County",Pennsylvania,65.1,97,1.6,63.5
PA-049,"Erie County",Pennsylvania,66.1,90,1.4,64.7
PA-051,"Fayette County",Pennsylvania,67.3,67,0.3,67
PA-053,"Forest County",Pennsylvania,65.6,99,1.7,63.9
PA-055,"Franklin County",Pennsylvania,70.2,97,1.6,68.6
PA-057,"Fulton County",Pennsylvania,70.2,107,2,68.2
PA-059,"Greene County",Pennsylvania,68.7,76,0.6,68.1
PA-061,"Huntingdon County",Pennsylvania,69.3,102,1.6,67.7
PA-063,"Indiana County",Pennsylvania,67.2,86,1.2,66
PA-065,"Jefferson County",Pennsylvania,66,99,1.7,64.3
PA-067,"Juniata County",Pennsylvania,69.7,92,1.2,68.5
PA-069,"Lackawanna County",Pennsylvania,64.3,72,0.6,63.7
PA-071,"Lancaster County",Pennsylvania,70.1,79,1,69.1
PA-073,"Lawrence County",Pennsylvania,68.1,82,1.1,67
PA-075,"Lebanon County",Pennsylvania,69.8,90,1.6,68.2
PA-077,"Lehigh County",Pennsylvania,68.1,61,0.3,67.8
PA-079,"Luzerne County",Pennsylvania,65.2,73,0.6,64.6
PA-081,"Lycoming County",Pennsylvania,66.3,83,1,65.3
PA-083,"McKean County",Pennsylvania,64.1,95,1.6,62.5
PA-085,"Mercer County",Pennsylvania,66.8,88,1.5,65.3
PA-087,"Mifflin County",Pennsylvania,69,89,1.2,67.8
PA-089,"Monroe County",Pennsylvania,62.8,32,-1,63.8
PA-091,"Montgomery County",Pennsylvania,70.5,79,1.1,69.4
PA-093,"Montour County",Pennsylvania,68.4,90,1.3,67.1
PA-095,"Northampton County",Pennsylvania,66.6,50,-0.2,66.8
PA-097,"Northumberland County",Pennsylvania,68.5,89,1.3,67.2
PA-099,"Perry County",Pennsylvania,70,97,1.5,68.5
PA-101,"Philadelphia County",Pennsylvania,71.9,85,1.3,70.6
PA-103,"Pike County",Pennsylvania,63.2,45,-0.5,63.7
PA-105,"Potter County",Pennsylvania,64.1,80,0.9,63.2
PA-107,"Schuylkill County",Pennsylvania,67,83,0.9,66.1
PA-109,"Snyder County",Pennsylvania,68.7,84,1,67.7
PA-111,"Somerset County",Pennsylvania,65.4,87,1.1,64.3
PA-113,"Sullivan County",Pennsylvania,62.9,69,0.4,62.5
PA-115,"Susquehanna County",Pennsylvania,63.8,57,0.1,63.7
PA-117,"Tioga County",Pennsylvania,64.1,79,0.7,63.4
PA-119,"Union County",Pennsylvania,68.1,88,1.1,67
PA-121,"Venango County",Pennsylvania,66.3,90,1.5,64.8
PA-123,"Warren County",Pennsylvania,64.9,90,1.3,63.6
PA-125,"Washington County",Pennsylvania,69,81,1,68
PA-127,"Wayne County",Pennsylvania,63,49,-0.3,63.3
PA-129,"Westmoreland County",Pennsylvania,68.3,81,0.8,67.5
PA-131,"Wyoming County",Pennsylvania,65,72,0.7,64.3
PA-133,"York County",Pennsylvania,70.8,101,2,68.8
RI-001,"Bristol County",Rhode Island,67.3,99,1.8,65.5
RI-003,"Kent County",Rhode Island,66.4,98,1.8,64.6
RI-005,"Newport County",Rhode Island,66.4,100,1.7,64.7
RI-007,"Providence County",Rhode Island,66.3,89,1.3,65
RI-009,"Washington County",Rhode Island,66.2,98,1.9,64.3
SC-001,"Abbeville County",South Carolina,78.4,98,1.5,76.9
SC-003,"Aiken County",South Carolina,80.5,114,2.9,77.6
SC-005,"Allendale County",South Carolina,79.7,106,1.9,77.8
SC-007,"Anderson County",South Carolina,78.2,108,2.4,75.8
SC-009,"Bamberg County",South Carolina,79.1,99,1.4,77.7
SC-011,"Barnwell County",South Carolina,79.8,107,2,77.8
SC-013,"Beaufort County",South Carolina,81.3,113,2.6,78.7
SC-015,"Berkeley County",South Carolina,79.5,99,1.7,77.8
SC-017,"Calhoun County",South Carolina,79.8,106,1.9,77.9
SC-019,"Charleston County",South Carolina,79.8,104,1.8,78
SC-021,"Cherokee County",South Carolina,76.5,98,1.5,75
SC-023,"Chester County",South Carolina,77.4,93,1.2,76.2
SC-025,"Chesterfield County",South Carolina,78.4,109,2.1,76.3
SC-027,"Clarendon County",South Carolina,79.5,105,1.8,77.7
SC-029,"Colleton County",South Carolina,79.8,109,2.1,77.7
SC-031,"Darlington County",South Carolina,80,118,2.8,77.2
SC-033,"Dillon County",South Carolina,79.5,115,2.5,77
SC-035,"Dorchester County",South Carolina,79.7,106,1.9,77.8
SC-037,"Edgefield County",South Carolina,80,111,2.4,77.6
SC-039,"Fairfield County",South Carolina,78.5,100,1.5,77
SC-041,"Florence County",South Carolina,80,114,2.4,77.6
SC-043,"Georgetown County",South Carolina,78.1,81,0.7,77.4
SC-045,"Greenville County",South Carolina,76.6,109,2.2,74.4
SC-047,"Greenwood County",South Carolina,78.6,96,1.3,77.3
SC-049,"Hampton County",South Carolina,80,109,2.1,77.9
SC-051,"Horry County",South Carolina,77.9,87,1,76.9
SC-053,"Jasper County",South Carolina,80.7,111,2.4,78.3
SC-055,"Kershaw County",South Carolina,78.8,110,2.1,76.7
SC-057,"Lancaster County",South Carolina,77.4,103,1.8,75.6
SC-059,"Laurens County",South Carolina,77.8,94,1.2,76.6
SC-061,"Lee County",South Carolina,79.8,119,2.7,77.1
SC-063,"Lexington County",South Carolina,80.1,111,2.7,77.4
SC-065,"McCormick County",South Carolina,79.1,102,1.6,77.5
SC-067,"Marion County",South Carolina,79.1,104,1.7,77.4
SC-069,"Marlboro County",South Carolina,79.6,114,2.6,77
SC-071,"Newberry County",South Carolina,78.6,97,1.4,77.2
SC-073,"Oconee County",South Carolina,76.2,100,1.8,74.4
SC-075,"Orangeburg County",South Carolina,79.6,106,1.8,77.8
SC-077,"Pickens County",South Carolina,76.1,106,2,74.1
SC-079,"Richland County",South Carolina,79.9,107,2.2,77.7
SC-081,"Saluda County",South Carolina,79.4,109,2.1,77.3
SC-083,"Spartanburg County",South Carolina,77.1,107,1.9,75.2
SC-085,"Sumter County",South Carolina,79.6,108,2.1,77.5
SC-087,"Union County",South Carolina,77.5,94,1.3,76.2
SC-089,"Williamsburg County",South Carolina,79.2,98,1.5,77.7
SC-091,"York County",South Carolina,76.7,93,1.3,75.4
SD-003,"Aurora County",South Dakota,69.4,93,1.7,67.7
SD-005,"Beadle County",South Dakota,69,96,1.8,67.2
SD-007,"Bennett County",South Dakota,68.8,111,3.5,65.3
SD-009,"Bon Homme County",South Dakota,71.5,103,2.4,69.1
SD-011,"Brookings County",South Dakota,68.5,106,2.9,65.6
SD-013,"Brown County",South Dakota,69.1,114,3.7,65.4
SD-015,"Brule County",South Dakota,69.4,92,1.7,67.7
SD-017,"Buffalo County",South Dakota,68.6,88,1.5,67.1
SD-019,"Butte County",South Dakota,64.7,76,0.8,63.9
SD-021,"Campbell County",South Dakota,66.2,83,1.1,65.1
SD-023,"Charles Mix County",South Dakota,70.8,96,1.8,69
SD-025,"Clark County",South Dakota,69,111,3.7,65.3
SD-027,"Clay County",South Dakota,71.9,104,2.8,69.1
SD-029,"Codington County",South Dakota,68.9,116,4.7,64.2
SD-031,"Corson County",South Dakota,65.7,80,0.7,65
SD-033,"Custer County",South Dakota,63.6,79,1.1,62.5
SD-035,"Davison County",South Dakota,69.8,88,1.4,68.4
SD-037,"Day County",South Dakota,68.6,115,4.3,64.3
SD-039,"Deuel County",South Dakota,68.8,117,4.1,64.8
SD-041,"Dewey County",South Dakota,67.3,89,1.3,66
SD-043,"Douglas County",South Dakota,70.2,95,1.7,68.5
SD-045,"Edmunds County",South Dakota,67.6,102,2.4,65.2
SD-047,"Fall River County",South Dakota,66.7,83,1.5,65.2
SD-049,"Faulk County",South Dakota,68.5,104,2.8,65.7
SD-051,"Grant County",South Dakota,70.1,119,4.9,65.2
SD-053,"Gregory County",South Dakota,69.8,97,1.9,67.9
SD-055,"Haakon County",South Dakota,67.8,81,1.2,66.6
SD-057,"Hamlin County",South Dakota,68.8,111,4,64.8
SD-059,"Hand County",South Dakota,68.6,100,2.2,66.4
SD-061,"Hanson County",South Dakota,70,91,1.7,68.3
SD-063,"Harding County",South Dakota,63.3,79,0.7,62.6
SD-065,"Hughes County",South Dakota,68.7,91,1.6,67.1
SD-067,"Hutchinson County",South Dakota,71.1,105,2.6,68.5
SD-069,"Hyde County",South Dakota,67.9,100,2.2,65.7
SD-071,"Jackson County",South Dakota,68.7,88,1.8,66.9
SD-073,"Jerauld County",South Dakota,68.2,85,1.2,67
SD-075,"Jones County",South Dakota,67.4,63,0,67.4
SD-077,"Kingsbury County",South Dakota,68.2,100,2.2,66
SD-079,"Lake County",South Dakota,68.9,103,2.4,66.5
SD-081,"Lawrence County",South Dakota,59.9,77,0.8,59.1
SD-083,"Lincoln County",South Dakota,71,106,3,68.1
SD-085,"Lyman County",South Dakota,69.2,88,1.5,67.7
SD-087,"McCook County",South Dakota,70.3,109,2.7,67.6
SD-089,"McPherson County",South Dakota,66.3,92,2.1,64.2
SD-091,"Marshall County",South Dakota,68.2,113,3.8,64.4
SD-093,"Meade County",South Dakota,65.8,81,1.1,64.7
SD-095,"Mellette County",South Dakota,68.9,88,1.5,67.4
SD-097,"Miner County",South Dakota,69,94,1.7,67.3
SD-099,"Minnehaha County",South Dakota,71,111,3.9,67.1
SD-101,"Moody County",South Dakota,69.4,107,3,66.4
SD-102,"Oglala Lakota County",South Dakota,68.4,99,2.8,65.6
SD-103,"Pennington County",South Dakota,65.1,82,1.5,63.6
SD-105,"Perkins County",South Dakota,64.2,76,0.6,63.6
SD-107,"Potter County",South Dakota,66.4,84,1.2,65.2
SD-109,"Roberts County",South Dakota,69.9,119,4.7,65.2
SD-111,"Sanborn County",South Dakota,69.3,89,1.3,68
SD-115,"Spink County",South Dakota,70.2,112,3.7,66.5
SD-117,"Stanley County",South Dakota,68.3,82,1.1,67.2
SD-119,"Sully County",South Dakota,67.8,89,1.5,66.3
SD-121,"Todd County",South Dakota,68.7,99,2.3,66.4
SD-123,"Tripp County",South Dakota,69.6,97,2,67.6
SD-125,"Turner County",South Dakota,71.4,109,3.2,68.2
SD-127,"Union County",South Dakota,72.1,106,3,69.1
SD-129,"Walworth County",South Dakota,66.2,84,1.1,65.1
SD-135,"Yankton County",South Dakota,71.9,106,3.2,68.7
SD-137,"Ziebach County",South Dakota,67.2,85,1.7,65.5
TN-001,"Anderson County",Tennessee,74.8,112,2.2,72.6
TN-003,"Bedford County",Tennessee,76.8,113,2.5,74.3
TN-005,"Benton County",Tennessee,76.7,101,1.7,75
TN-007,"Bledsoe County",Tennessee,73.8,109,2.1,71.7
TN-009,"Blount County",Tennessee,74.7,103,1.7,73
TN-011,"Bradley County",Tennessee,76.8,107,2,74.8
TN-013,"Campbell County",Tennessee,72,91,1.2,70.8
TN-015,"Cannon County",Tennessee,75.4,106,2,73.4
TN-017,"Carroll County",Tennessee,76.8,98,1.6,75.2
TN-019,"Carter County",Tennessee,69.4,100,1.6,67.8
TN-021,"Cheatham County",Tennessee,77.4,117,2.9,74.5
TN-023,"Chester County",Tennessee,77.8,113,2.3,75.5
TN-025,"Claiborne County",Tennessee,73.1,106,1.8,71.3
TN-027,"Clay County",Tennessee,75.4,108,1.9,73.5
TN-029,"Cocke County",Tennessee,73.9,101,1.6,72.3
TN-031,"Coffee County",Tennessee,75.4,117,2.3,73.1
TN-033,"Crockett County",Tennessee,78,104,1.9,76.1
TN-035,"Cumberland County",Tennessee,71.8,101,1.7,70.1
TN-037,"Davidson County",Tennessee,78.1,118,3.2,74.9
TN-039,"Decatur County",Tennessee,77.4,107,2.1,75.3
TN-041,"DeKalb County",Tennessee,75.5,103,1.8,73.7
TN-043,"Dickson County",Tennessee,77,119,3.2,73.8
TN-045,"Dyer County",Tennessee,78.5,106,2,76.5
TN-047,"Fayette County",Tennessee,78.5,104,1.8,76.7
TN-049,"Fentress County",Tennessee,71.9,99,1.6,70.3
TN-051,"Franklin County",Tennessee,75.9,114,2.4,73.5
TN-053,"Gibson County",Tennessee,77.5,100,1.7,75.8
TN-055,"Giles County",Tennessee,75.1,81,0.8,74.3
TN-057,"Grainger County",Tennessee,75.1,116,2.5,72.6
TN-059,"Greene County",Tennessee,73.8,95,1.4,72.4
TN-061,"Grundy County",Tennessee,72.8,107,1.8,71
TN-063,"Hamblen County",Tennessee,75.5,115,2.3,73.2
TN-065,"Hamilton County",Tennessee,76.6,110,2.2,74.4
TN-067,"Hancock County",Tennessee,73.6,115,2,71.6
TN-069,"Hardeman County",Tennessee,78.1,111,2.1,76
TN-071,"Hardin County",Tennessee,78.4,120,2.8,75.6
TN-073,"Hawkins County",Tennessee,74.1,104,1.7,72.4
TN-075,"Haywood County",Tennessee,78.3,102,1.9,76.4
TN-077,"Henderson County",Tennessee,77.1,102,1.9,75.2
TN-079,"Henry County",Tennessee,76.8,100,1.7,75.1
TN-081,"Hickman County",Tennessee,76.5,114,2.5,74
TN-083,"Houston County",Tennessee,76.6,114,2.3,74.3
TN-085,"Humphreys County",Tennessee,76.8,116,2.4,74.4
TN-087,"Jackson County",Tennessee,75.8,109,1.9,73.9
TN-089,"Jefferson County",Tennessee,75.9,113,2.3,73.6
TN-091,"Johnson County",Tennessee,67.8,97,1.6,66.3
TN-093,"Knox County",Tennessee,76.2,112,2.3,73.9
TN-095,"Lake County",Tennessee,78.6,103,1.9,76.7
TN-097,"Lauderdale County",Tennessee,78.9,101,1.8,77.1
TN-099,"Lawrence County",Tennessee,74.8,85,1,73.8
TN-101,"Lewis County",Tennessee,75.2,100,1.6,73.6
TN-103,"Lincoln County",Tennessee,76.5,105,1.8,74.7
TN-105,"Loudon County",Tennessee,76.6,112,2.4,74.2
TN-107,"McMinn County",Tennessee,76.7,114,2.4,74.3
TN-109,"McNairy County",Tennessee,78.4,115,2.7,75.7
TN-111,"Macon County",Tennessee,75.6,105,2,73.6
TN-113,"Madison County",Tennessee,77.6,104,1.9,75.7
TN-115,"Marion County",Tennessee,74.7,99,1.6,73.1
TN-117,"Marshall County",Tennessee,76.4,112,2.1,74.3
